1-cysPrx_C	80,189,172
NYN	215,71,199
NYN_YacP	72,229,139
N_Asn_amidohyd	255,255,255
N_BRCA1_IG	142,215,68
N_NLPC_P60	255,255,255
N_formyltrans_C	215,114,71
N_methyl	255,255,255
Na_Ala_symp	99,187,67
Na_Ca_ex	64,189,136
Na_Ca_ex_C	255,255,255
Na_H_Exchanger	229,67,191
Na_H_antiport_1	110,202,98
Na_H_antiport_2	136,93,202
Na_H_antiport_3	255,255,255
Na_H_antiporter	115,72,216
Na_K-ATPase	255,255,255
Na_Pi_cotrans	255,255,255
Na_sulph_symp	94,204,141
Na_trans_assoc	255,255,255
Na_trans_cytopl	255,255,255
Nab1	255,255,255
Nab2	255,255,255
Nab6_mRNP_bdg	255,255,255
NadA	169,224,98
NaeI	125,182,79
Nairo_nucleo	255,255,255
Nairovirus_M	255,255,255
NanE	94,199,217
Nanovirus_C8	255,255,255
Nanovirus_coat	255,255,255
NapB	255,255,255
NapD	255,255,255
NapE	255,255,255
NatB_MDM20	255,255,255
Nbas_N	255,255,255
Nbl1_Borealin_N	255,255,255
NblA	255,255,255
Nbs1_C	255,255,255
Nckap1	255,255,255
Ndc1_Nup	202,55,77
Ndc80_HEC	255,255,255
NdhL	255,255,255
NdhM	255,255,255
NdhN	255,255,255
NdhO	255,255,255
NdhS	255,255,255
Ndr	255,255,255
Ndufs5	255,255,255
NeA_P2	255,255,255
Nebulin	255,255,255
Nefa_Nip30_N	255,255,255
Neil1-DNA_bind	255,255,255
Neisseria_PilC	255,255,255
Neisseria_TspB	255,255,255
Neocarzinostat	223,193,87
Neogenin_C	255,255,255
NepR	88,156,186
Nepo_coat	255,255,255
Nepo_coat_C	255,255,255
Nepo_coat_N	255,255,255
Neprosin	255,255,255
Neprosin_AP	255,255,255
NeuB	225,145,80
Neugrin	255,255,255
Neur	255,255,255
Neur_chan_LBD	255,255,255
Neur_chan_memb	255,255,255
Neural_ProG_Cyt	255,255,255
Neuralized	255,255,255
Neuraminidase	90,114,214
Neuregulin	255,255,255
Neurensin	255,255,255
Neurexophilin	255,255,255
Neuro_bHLH	255,255,255
Neurochondrin	255,255,255
Neurokinin_B	255,255,255
Neuromodulin	255,255,255
Neuromodulin_N	255,255,255
Neuroparsin	255,255,255
Neuropep_like	255,255,255
Neuropeptide_S	255,255,255
Nexin_C	255,255,255
NfI_DNAbd_pre-N	255,255,255
NfeD	90,229,87
NfrA_C	255,255,255
Nfu_N	138,223,98
NgoMIV_restric	255,255,255
Nha1_C	255,255,255
NhaB	255,255,255
NiFe-hyd_HybE	255,255,255
NiFeSe_Hases	207,95,194
NiFe_hyd_3_EhaA	255,255,255
NiFe_hyd_SSU_C	120,89,214
Ni_hydr_CYTB	210,172,100
Nic96	255,255,255
NicO	179,63,179
Nicastrin	255,255,255
Nif11	82,202,204
NifQ	255,255,255
NifT	255,255,255
NifU	183,133,85
NifU_N	109,58,209
NifW	255,255,255
NifZ	255,255,255
NigD_C	255,255,255
NigD_N	255,255,255
NikR_C	255,255,255
NinB	255,255,255
NinD	255,255,255
NinE	255,255,255
NinF	255,255,255
NinG	255,255,255
Ninjurin	255,255,255
Nipped-B_C	255,255,255
Nit_Regul_Hom	255,255,255
NitrOD5	255,255,255
Nitr_red_alph_N	255,255,255
Nitr_red_assoc	255,255,255
Nitr_red_bet_C	203,122,62
Nitrate_red_del	193,50,184
Nitrate_red_gam	227,87,116
Nitro_FeMo-Co	255,255,255
Nitrophorin	255,255,255
Nitroreductase	79,118,187
Njmu-R1	255,255,255
Nkap_C	255,255,255
NleF_casp_inhib	255,255,255
NlpE	255,255,255
NlpE_C	255,255,255
Nmad2	204,52,60
Nmad3	185,173,90
NmrA	97,49,192
Nnf1	255,255,255
NnrS	255,255,255
NnrU	255,255,255
Noc2	255,255,255
Nod1	255,255,255
NodA	255,255,255
NodS	179,99,49
NodZ	255,255,255
Nod_GRP	255,255,255
Nodulin	255,255,255
Nodulin-like	255,255,255
Nodulin_late	255,255,255
Noelin-1	255,255,255
Noggin	255,255,255
NolB	255,255,255
NolV	255,255,255
NolX	255,255,255
Nop	83,198,163
Nop10p	255,255,255
Nop14	255,255,255
Nop16	255,255,255
Nop25	255,255,255
Nop52	255,255,255
Nop53	255,255,255
NopRA1	255,255,255
Nore1-SARAH	255,255,255
NosD	75,166,196
NosL	255,255,255
Not1	255,255,255
Not3	89,207,180
NotI	255,255,255
Notch	255,255,255
Novirhabdo_Nv	255,255,255
Npa1	255,255,255
Npun_R1517	93,209,58
NpwBP	255,255,255
NqrM	255,255,255
Nramp	155,80,205
Nrap	255,255,255
Nrap_D2	255,255,255
Nrap_D3	255,255,255
Nrap_D4	255,255,255
Nrap_D5	255,255,255
Nrap_D6	255,255,255
Nre_C	255,255,255
Nre_N	255,255,255
Nrf1_DNA-bind	255,255,255
Nrf1_activ_bdg	255,255,255
NrfD	58,224,159
NrfD_2	255,255,255
Nro1	255,255,255
NrsF	255,255,255
Nse4-Nse3_bdg	255,255,255
Nse4_C	255,255,255
Nse5	255,255,255
Nsp1	255,255,255
Nsp1_C	255,255,255
Nsp3_PL2pro	255,255,255
NtA	255,255,255
NtCtMGAM_N	255,255,255
Nt_Gln_amidase	255,255,255
Nterm_IS4	148,213,91
Ntox1	255,255,255
Ntox10	255,255,255
Ntox11	186,88,133
Ntox14	255,255,255
Ntox15	255,255,255
Ntox16	255,255,255
Ntox17	255,255,255
Ntox21	255,255,255
Ntox22	255,255,255
Ntox23	255,255,255
Ntox24	207,184,98
Ntox25	255,255,255
Ntox27	255,255,255
Ntox28	255,255,255
Ntox3	255,255,255
Ntox30	255,255,255
Ntox33	255,255,255
Ntox34	255,255,255
Ntox35	255,255,255
Ntox37	255,255,255
Ntox4	255,255,255
Ntox43	255,255,255
Ntox44	153,93,196
Ntox46	255,255,255
Ntox47	255,255,255
Ntox5	255,255,255
Ntox50	255,255,255
Ntox6	255,255,255
Ntox8	255,255,255
NuA4	255,255,255
NuDC	255,255,255
NucS	188,51,193
Nuc_H_symport	255,255,255
Nuc_N	255,255,255
Nuc_deoxyri_tr2	150,222,97
Nuc_deoxyri_tr3	77,74,204
Nuc_deoxyrib_tr	142,182,49
Nuc_rec_co-act	255,255,255
Nuc_recep-AF1	255,255,255
Nuc_sug_transp	255,255,255
Nuclease_act	255,255,255
Nucleic_acid_bd	255,255,255
Nucleo_LEF-12	255,255,255
Nucleo_P87	255,255,255
Nucleocap_ssRNA	255,255,255
Nucleocapsid-N	255,255,255
Nucleolin_bd	255,255,255
Nucleoplasmin	255,255,255
Nucleopor_Nup85	255,255,255
Nucleoporin2	255,255,255
Nucleoporin_C	255,255,255
Nucleoporin_FG	255,255,255
Nucleoporin_FG2	255,255,255
Nucleoporin_N	255,255,255
Nucleos_tra2_C	169,225,108
Nucleos_tra2_N	127,66,183
Nucleoside_tran	255,255,255
Nucleotid_trans	255,255,255
Nudc_N	255,255,255
Nudix_N	255,255,255
Nudix_N_2	255,255,255
Nudix_hydro	82,211,200
Nuf2	255,255,255
NuiA	255,255,255
NumbF	255,255,255
Nup153	255,255,255
Nup160	255,255,255
Nup188	255,255,255
Nup192	255,255,255
Nup35_RRM	255,255,255
Nup35_RRM_2	255,255,255
Nup54	255,255,255
Nup84_Nup100	255,255,255
Nup88	255,255,255
Nup96	255,255,255
NupH_GANP	255,255,255
Nup_retrotrp_bd	255,255,255
NurA	92,216,119
NusA_N	185,191,82
NusB	217,59,158
NusG	166,222,79
NusG_II	255,255,255
Nyv1_N	255,255,255
O-FucT	187,101,74
O-ag_pol_Wzy	151,79,184
O-antigen_lig	255,255,255
OAD_beta	255,255,255
OAD_gamma	255,255,255
OAF	255,255,255
OAM_alpha	255,255,255
OAM_dimer	191,225,56
OAR	255,255,255
OAS1_C	255,255,255
OATP	255,255,255
OB_Dis3	198,92,119
OB_MalK	185,119,60
OB_NTP_bind	144,74,228
OB_RNB	255,255,255
OB_aCoA_assoc	76,159,198
OCC1	255,255,255
OCD_Mu_crystall	221,120,93
OCIA	255,255,255
OCRL_clath_bd	255,255,255
ODAM	255,255,255
ODAPH	255,255,255
ODC_AZ	255,255,255
ODR4-like	255,255,255
ODV-E18	255,255,255
OEP	205,57,201
OFCC1	255,255,255
OFeT_1	255,255,255
OGFr_III	255,255,255
OGFr_N	255,255,255
OGG_N	255,255,255
OHA	255,255,255
OHCU_decarbox	228,99,73
OKR_DC_1	81,100,217
OKR_DC_1_C	141,108,220
OKR_DC_1_N	202,209,99
OLF	255,255,255
OMP_b-brl	200,118,85
OMP_b-brl_2	75,129,209
OMP_b-brl_3	228,176,68
OMPdecase	127,77,227
OMS28_porin	255,255,255
OPA3	255,255,255
OPT	199,85,74
ORC2	255,255,255
ORC3_N	255,255,255
ORC4_C	255,255,255
ORC5_C	255,255,255
ORC6	255,255,255
ORF11CD3	255,255,255
ORF45	255,255,255
ORF6C	255,255,255
ORF6N	255,255,255
ORF_12_N	67,199,82
ORF_2_N	54,186,181
ORMDL	255,255,255
OS-D	255,255,255
OSCP	255,255,255
OSK	255,255,255
OSR1_C	255,255,255
OST-HTH	138,184,54
OST3_OST6	255,255,255
OSTMP1	255,255,255
OSTbeta	255,255,255
OTCace	215,107,106
OTCace_N	223,74,58
OTOS	255,255,255
OTT_1508_deam	255,255,255
OTU	255,255,255
O_Spanin_T7	255,255,255
O_anti_polymase	255,255,255
OapA	255,255,255
OapA_N	255,255,255
Oberon_cc	255,255,255
Occludin_ELL	255,255,255
Ocnus	255,255,255
Octapeptide	255,255,255
Octopine_DH	255,255,255
Ocular_alb	255,255,255
Oest_recep	255,255,255
Ofd1_CTDD	255,255,255
Ogr_Delta	255,255,255
Olduvai	255,255,255
Ole-e-6	255,255,255
Oleosin	255,255,255
Olfactory_mark	255,255,255
OmdA	212,104,109
Omega-toxin	255,255,255
Omega_Repress	255,255,255
Omp28	255,255,255
OmpA	121,200,70
OmpA_like	255,255,255
OmpA_membrane	63,70,194
OmpH	255,255,255
OmpW	62,138,201
Omp_AT	255,255,255
Omptin	255,255,255
Op_neuropeptide	255,255,255
Opacity	255,255,255
OpcA	255,255,255
OpcA_G6PD_C	188,92,98
OpcA_G6PD_assem	198,163,70
OpgC_C	65,222,148
Opi1	255,255,255
Opiods_neuropep	255,255,255
OppC_N	167,178,88
OprB	255,255,255
OprD	255,255,255
OprF	255,255,255
Optomotor-blind	255,255,255
OpuAC	81,218,80
Opy2	255,255,255
Orai-1	255,255,255
Orbi_NS1	255,255,255
Orbi_NS3	255,255,255
Orbi_VP1	255,255,255
Orbi_VP2	255,255,255
Orbi_VP3	255,255,255
Orbi_VP4	255,255,255
Orbi_VP5	255,255,255
Orbi_VP6	255,255,255
Orbi_VP7	255,255,255
Orexin	255,255,255
Orexin_rec2	255,255,255
Orf78	255,255,255
OrfA	255,255,255
OrfB_IS605	95,115,208
OrfB_Zn_ribbon	188,84,136
OrgA_MxiK	255,255,255
Organ_specific	255,255,255
Orn_Arg_deC_N	106,204,212
Orn_DAP_Arg_deC	195,86,191
Ornatin	255,255,255
OrsD	194,81,97
Orthopox_35kD	255,255,255
Orthopox_A36R	255,255,255
Orthopox_A43R	255,255,255
Orthopox_A47	255,255,255
Orthopox_A49R	255,255,255
Orthopox_A5L	255,255,255
Orthopox_B11R	255,255,255
Orthopox_C10L	255,255,255
Orthopox_F14	255,255,255
Orthopox_F6	255,255,255
Orthopox_F7	255,255,255
Orthopox_F8	255,255,255
Orthoreo_P10	255,255,255
Orthoreo_P17	255,255,255
Oscp1	255,255,255
OsmC	161,56,212
Osmo_CC	255,255,255
Osmo_MPGsynth	255,255,255
OspD	255,255,255
OspE	255,255,255
Ost4	255,255,255
Ost5	255,255,255
OstA	255,255,255
OstA_2	255,255,255
Osteopontin	255,255,255
Osteoregulin	255,255,255
Osw5	255,255,255
Otopetrin	255,255,255
Ovate	255,255,255
Oxidored-like	255,255,255
Oxidored_FMN	157,188,65
Oxidored_molyb	152,193,93
Oxidored_nitro	255,255,255
Oxidored_q2	73,55,194
Oxidored_q3	189,145,91
Oxidored_q4	111,226,192
Oxidored_q5_N	100,201,163
Oxidored_q6	112,224,109
Oxidoreduct_C	255,255,255
OxoDH_E1alpha_N	255,255,255
OxoGdeHyase_C	176,82,224
Oxygenase-NA	78,221,70
Oxysterol_BP	255,255,255
P-II	128,203,86
P-mevalo_kinase	255,255,255
P120R	255,255,255
P16-Arc	255,255,255
P19Arf_N	255,255,255
P2	255,255,255
P21-Arc	255,255,255
P22_AR_C	255,255,255
P22_AR_N	255,255,255
P22_CoatProtein	226,82,126
P22_Cro	255,255,255
P22_Tail-4	255,255,255
P22_portal	255,255,255
P2X_receptor	255,255,255
P2_N	181,45,103
P2_Phage_GpR	255,255,255
P30	255,255,255
P33MONOX	255,255,255
P34-Arc	255,255,255
P35	255,255,255
P3A	255,255,255
P4Ha_N	255,255,255
P5-ATPase	255,255,255
P53	255,255,255
P53_C	255,255,255
P53_TAD	255,255,255
P53_tetramer	255,255,255
P5CR_dimer	212,112,96
P63C	255,255,255
P66_CC	255,255,255
P68HR	255,255,255
PA	96,125,211
PA-IIL	255,255,255
PA-IL	77,183,197
PA14	190,51,112
PA26	255,255,255
PA28_alpha	255,255,255
PA28_beta	255,255,255
PAAR_motif	184,150,70
PABP	59,207,213
PAC1	255,255,255
PAC2	188,194,72
PAC3	255,255,255
PAC4	53,212,140
PACT_coil_coil	255,255,255
PAD	183,123,85
PADR1	255,255,255
PAD_M	255,255,255
PAD_N	255,255,255
PAD_porph	68,195,113
PAE	255,255,255
PAF	255,255,255
PAF-AH_p_II	179,184,62
PAG	255,255,255
PAGK	255,255,255
PAH	255,255,255
PALB2_WD40	255,255,255
PALP	180,55,145
PAM2	255,255,255
PAN_1	255,255,255
PAN_2	255,255,255
PAN_3	255,255,255
PAN_4	255,255,255
PAP1	255,255,255
PAP2	133,203,94
PAP2_3	89,191,133
PAP2_C	255,255,255
PAPA-1	255,255,255
PAPS_reduct	87,190,105
PAP_PilO	255,255,255
PAP_RNA-bind	255,255,255
PAP_assoc	255,255,255
PAP_central	255,255,255
PAP_fibrillin	255,255,255
PAR1	255,255,255
PARG_cat	255,255,255
PARM	255,255,255
PARP	255,255,255
PARP_reg	255,255,255
PARP_regulatory	255,255,255
PAS	205,221,64
PASTA	84,217,212
PAS_10	255,255,255
PAS_11	255,255,255
PAS_2	255,255,255
PAS_3	222,97,193
PAS_4	50,90,192
PAS_5	255,255,255
PAS_6	214,82,179
PAS_7	56,181,80
PAS_8	206,218,73
PAS_9	182,140,74
PAT1	255,255,255
PATR	142,224,58
PAW	255,255,255
PAX	255,255,255
PAXIP1_C	255,255,255
PAXNEB	255,255,255
PAXX	255,255,255
PAZ	255,255,255
PAZ_siRNAbind	255,255,255
PA_decarbox	255,255,255
PB1	255,255,255
PB1-F2	255,255,255
PBAN	255,255,255
PBC	255,255,255
PBCV_basic_adap	255,255,255
PBD	255,255,255
PBECR2	75,156,218
PBECR3	112,67,209
PBECR4	56,182,93
PBP	81,205,189
PBP-Tp47_a	255,255,255
PBP-Tp47_c	255,255,255
PBP1_TM	255,255,255
PBP5_C	228,82,164
PBP_GOBP	255,255,255
PBP_N	255,255,255
PBP_dimer	90,211,197
PBP_like	255,255,255
PBP_like_2	160,200,96
PBP_sp32	255,255,255
PBSX_XtrA	255,255,255
PBS_linker_poly	255,255,255
PC-Esterase	161,212,82
PC4	255,255,255
PCAF_N	255,255,255
PCB_OB	255,255,255
PCC_BT	53,209,141
PCDO_beta_N	58,217,189
PCEMA1	255,255,255
PCI	104,218,74
PCIF1_WW	255,255,255
PCM1_C	255,255,255
PCMD	255,255,255
PCMT	204,80,91
PCNA_C	255,255,255
PCNA_N	255,255,255
PCNP	255,255,255
PCO_ADO	255,255,255
PCP	255,255,255
PCP_red	255,255,255
PCRF	189,168,84
PCYCGC	255,255,255
PC_rep	255,255,255
PCuAC	55,206,196
PD-C2-AF1	255,255,255
PD40	49,78,191
PDCD2_C	255,255,255
PDCD7	255,255,255
PDCD9	255,255,255
PDDEXK_1	78,181,108
PDDEXK_10	255,255,255
PDDEXK_2	255,255,255
PDDEXK_3	255,255,255
PDDEXK_4	223,139,72
PDDEXK_5	255,255,255
PDDEXK_6	255,255,255
PDDEXK_7	255,255,255
PDDEXK_9	255,255,255
PDE6_gamma	255,255,255
PDE8	255,255,255
PDEase_I	255,255,255
PDEase_II	255,255,255
PDEase_I_N	255,255,255
PDGF	255,255,255
PDGF_N	255,255,255
PDGLE	178,83,68
PDH	90,185,212
PDH_C	205,212,98
PDH_E1_M	114,210,97
PDH_N	189,136,93
PDR_CDR	48,108,186
PDR_assoc	213,154,76
PDT	196,95,205
PDU_like	214,124,100
PDZ	255,255,255
PDZ_1	255,255,255
PDZ_2	128,192,48
PDZ_3	64,188,93
PDZ_4	216,64,140
PDZ_6	95,199,103
PDZ_assoc	255,255,255
PE	255,255,255
PE-PPE	205,84,227
PEARLI-4	255,255,255
PEGA	255,255,255
PEGSRP	255,255,255
PEHE	255,255,255
PELOTA_1	255,255,255
PEMT	82,89,182
PEN-2	255,255,255
PEP-CTERM	125,218,99
PEP-utilisers_N	199,76,82
PEP-utilizers	206,59,219
PEP-utilizers_C	65,113,188
PEPCK_ATP	255,255,255
PEPCK_GTP	123,95,194
PEPCK_N	78,187,75
PEP_hydrolase	255,255,255
PEP_mutase	215,91,155
PEPcase	124,203,60
PEPcase_2	255,255,255
PET	255,255,255
PET10	255,255,255
PET117	255,255,255
PET122	255,255,255
PEX-1N	255,255,255
PEX-2N	255,255,255
PEX11	255,255,255
PE_PPE_C	255,255,255
PFEMP	255,255,255
PFK	134,188,70
PFL-like	90,117,182
PFOR_II	179,47,158
PFO_beta_C	255,255,255
PFU	255,255,255
PGA2	255,255,255
PGAP1	97,66,186
PGA_cap	179,65,131
PGBA_C	255,255,255
PGBA_N	255,255,255
PGC7_Stella	255,255,255
PGDH_C	255,255,255
PGDH_inter	86,221,160
PGDYG	255,255,255
PGF-CTERM	55,149,187
PGG	255,255,255
PGI	160,69,196
PGK	63,212,81
PGM1_C	175,57,205
PGM_PMM_I	217,133,102
PGM_PMM_II	192,221,60
PGM_PMM_III	67,204,90
PGM_PMM_IV	74,205,143
PGPGW	46,93,182
PGP_phosphatase	255,255,255
PG_binding_1	186,74,131
PG_binding_2	255,255,255
PG_binding_3	255,255,255
PG_binding_4	140,107,215
PH	255,255,255
PHA-1	255,255,255
PHAT	255,255,255
PHA_gran_rgn	51,202,205
PHA_synth_III_E	219,141,78
PHBC_N	255,255,255
PHB_acc	90,173,181
PHB_acc_N	179,66,50
PHB_depo_C	255,255,255
PHC2_SAM_assoc	255,255,255
PHD	193,62,212
PHD20L1_u1	255,255,255
PHD_2	255,255,255
PHD_3	255,255,255
PHD_4	255,255,255
PHD_Oberon	255,255,255
PHD_like	206,73,141
PHF12_MRG_bd	255,255,255
PHF5	255,255,255
PHINT_rpt	255,255,255
PHM7_cyt	106,79,215
PHM7_ext	255,255,255
PHO4	50,202,53
PHP	167,87,219
PHP_C	205,76,96
PHR	255,255,255
PHTB1_C	255,255,255
PHTB1_N	255,255,255
PHY	255,255,255
PHZA_PHZB	179,85,75
PH_10	255,255,255
PH_11	255,255,255
PH_12	255,255,255
PH_13	255,255,255
PH_15	255,255,255
PH_2	255,255,255
PH_3	255,255,255
PH_4	255,255,255
PH_5	255,255,255
PH_6	255,255,255
PH_8	255,255,255
PH_9	255,255,255
PH_BEACH	255,255,255
PH_RBD	255,255,255
PH_TFIIH	255,255,255
PHtD_u1	255,255,255
PI-PLC-C1	226,69,108
PI-PLC-X	181,46,66
PI-PLC-Y	255,255,255
PI31_Prot_C	255,255,255
PI31_Prot_N	255,255,255
PI3K_1B_p101	255,255,255
PI3K_C2	206,92,103
PI3K_P85_iSH2	255,255,255
PI3K_p85B	255,255,255
PI3K_rbd	255,255,255
PI3Ka	255,255,255
PI3_PI4_kinase	109,171,221
PID	255,255,255
PID_2	255,255,255
PIEZO	255,255,255
PIF	255,255,255
PIF1	94,205,197
PIF2	255,255,255
PIF3	255,255,255
PIF6	255,255,255
PIG-F	255,255,255
PIG-H	255,255,255
PIG-L	97,215,95
PIG-P	255,255,255
PIG-S	255,255,255
PIG-U	255,255,255
PIG-X	255,255,255
PIG-Y	255,255,255
PIGA	255,255,255
PIGO_PIGG	87,110,183
PIH1	255,255,255
PIN	91,217,126
PIN7	108,195,59
PINIT	255,255,255
PIN_10	103,221,81
PIN_12	223,198,102
PIN_2	255,255,255
PIN_3	89,183,186
PIN_4	127,208,93
PIN_5	255,255,255
PIN_6	255,255,255
PIN_8	191,166,95
PIN_9	228,136,84
PIP49_C	255,255,255
PIP49_N	255,255,255
PIP5K	255,255,255
PIR	203,87,107
PIRT	255,255,255
PITH	255,255,255
PK	90,209,79
PKD	197,85,172
PKD_2	255,255,255
PKD_3	255,255,255
PKD_channel	255,255,255
PKHD_C	62,61,193
PKI	255,255,255
PKK	255,255,255
PKS_DE	93,64,214
PK_C	157,190,51
PKcGMP_CC	255,255,255
PL48	255,255,255
PLA1	255,255,255
PLA2G12	255,255,255
PLA2_B	255,255,255
PLA2_inh	255,255,255
PLAC	255,255,255
PLAC8	255,255,255
PLAC9	255,255,255
PLAT	116,103,219
PLATZ	255,255,255
PLC-beta_C	255,255,255
PLCC	255,255,255
PLD_C	255,255,255
PLDc	159,209,54
PLDc_2	197,187,91
PLDc_3	255,255,255
PLDc_N	198,191,75
PLN_propep	255,255,255
PLRV_ORF5	255,255,255
PLU-1	255,255,255
PLipase_C_C	91,165,183
PM0188	255,255,255
PMAIP1	255,255,255
PMBR	255,255,255
PMC2NT	255,255,255
PMD	255,255,255
PMEI	255,255,255
PMG	255,255,255
PMI_typeI	61,229,93
PMI_typeI_C	202,86,199
PMI_typeI_cat	184,151,73
PMI_typeI_hel	131,88,183
PMM	96,76,213
PMP1_2	255,255,255
PMP22_Claudin	255,255,255
PMR5N	183,207,55
PMSI1	255,255,255
PMSR	201,74,176
PMT	192,92,197
PMT_2	149,96,194
PMT_4TMC	169,60,203
PNGaseA	103,74,209
PNISR	255,255,255
PNK3P	255,255,255
PNKP-ligase_C	210,94,87
PNKP_ligase	224,61,176
PNMA	255,255,255
PNP_UDP_1	75,186,148
PNP_phzG_C	86,221,142
PNPase	77,110,213
PNPase_C	255,255,255
PNRC	255,255,255
PNTB	157,54,188
PNTB_4TM	146,181,75
POB3_N	255,255,255
POC1	255,255,255
POC3_POC4	255,255,255
POLO_box	255,255,255
POM121	255,255,255
POP1	255,255,255
POPLD	255,255,255
POR	89,196,208
PORR	80,161,217
POR_N	146,196,83
POT1	255,255,255
POT1PC	255,255,255
POTRA	97,223,73
POTRA_1	255,255,255
POTRA_2	255,255,255
POTRA_3	255,255,255
POTRA_TamA_1	87,186,146
POX	255,255,255
PP-binding	103,191,88
PP-binding_2	255,255,255
PP1	255,255,255
PP1_bind	255,255,255
PP1_inhibitor	255,255,255
PP1c_bdg	255,255,255
PP2	255,255,255
PP28	255,255,255
PP2C	187,78,55
PP2C_2	211,74,134
PP2C_C	255,255,255
PPAK	255,255,255
PPARgamma_N	255,255,255
PPC	214,100,162
PPDFL	255,255,255
PPDK_N	112,180,78
PPE	203,141,84
PPIP5K2_N	90,55,210
PPI_Ypi1	255,255,255
PPK2	57,123,215
PPO1_DWL	255,255,255
PPO1_KFDV	255,255,255
PPP1R26_N	255,255,255
PPP1R32	255,255,255
PPP1R35_C	255,255,255
PPP4R2	255,255,255
PPP5	255,255,255
PPPI_inhib	255,255,255
PPR	120,109,221
PPR_1	167,190,74
PPR_2	83,90,187
PPR_3	71,140,199
PPR_long	255,255,255
PPS_PS	255,255,255
PPTA	190,183,51
PPV_E1_C	255,255,255
PPV_E1_N	255,255,255
PPV_E2_C	255,255,255
PPV_E2_N	255,255,255
PP_M1	255,255,255
PP_kinase	119,190,62
PP_kinase_C	90,162,200
PP_kinase_C_1	73,179,152
PP_kinase_N	82,191,81
PQ-loop	174,105,218
PQQ	255,255,255
PQQ_2	98,210,146
PQQ_3	154,89,181
PRA-CH	75,184,98
PRA-PH	228,187,59
PRA1	255,255,255
PRAI	123,74,199
PRANC	255,255,255
PRAP	255,255,255
PRAS	255,255,255
PRC	89,112,204
PRCC	255,255,255
PRCH	255,255,255
PRD	255,255,255
PRD1_DD	255,255,255
PRD_Mga	255,255,255
PRELI	255,255,255
PRESAN	255,255,255
PRE_C2HC	255,255,255
PRF	255,255,255
PRIMA1	255,255,255
PRK	176,220,102
PRKCSH	255,255,255
PRKCSH-like	223,170,78
PRKCSH_1	140,56,206
PRKG1_interact	255,255,255
PRMT5	130,195,89
PRMT5_C	200,65,124
PRMT5_TIM	255,255,255
PRNT	255,255,255
PRO8NT	78,184,113
PROCN	172,89,224
PROCT	87,96,206
PRODH	184,74,62
PROL5-SMR	255,255,255
PRONE	255,255,255
PRORP	255,255,255
PRP1_N	255,255,255
PRP21_like_P	255,255,255
PRP3	255,255,255
PRP38	255,255,255
PRP38_assoc	255,255,255
PRP4	255,255,255
PRP8_domainIV	195,75,97
PRP9_N	255,255,255
PRR18	255,255,255
PRR20	255,255,255
PRR22	255,255,255
PRRSV_2b	255,255,255
PRRSV_Env	255,255,255
PRTP	255,255,255
PRT_C	208,102,193
PRTase_1	255,255,255
PRTase_2	255,255,255
PRTase_3	255,255,255
PRY	255,255,255
PRiA4_ORF3	199,73,132
PS-DH	173,56,182
PSCyt1	255,255,255
PSCyt2	255,255,255
PSCyt3	203,90,210
PSD1	255,255,255
PSD2	83,184,175
PSD3	62,218,224
PSD4	219,128,62
PSD5	196,184,54
PSDC	255,255,255
PSGP	255,255,255
PSI	255,255,255
PSII	255,255,255
PSII_BNR	255,255,255
PSII_Pbs27	255,255,255
PSII_Ycf12	255,255,255
PSI_8	255,255,255
PSI_PSAK	255,255,255
PSI_PsaE	255,255,255
PSI_PsaF	255,255,255
PSI_PsaH	255,255,255
PSI_PsaJ	255,255,255
PSI_integrin	255,255,255
PSK	153,72,184
PSK_trans_fac	255,255,255
PSP	255,255,255
PSP1	202,76,135
PSP94	255,255,255
PSRP-3_Ycf65	255,255,255
PSRT	255,255,255
PSS	255,255,255
PSY3	255,255,255
PS_Dcarbxylase	101,220,65
PS_pyruv_trans	211,93,213
PT	255,255,255
PT-HINT	89,200,163
PT-TG	255,255,255
PT-VENN	255,255,255
PTAC	189,51,141
PTA_PTB	53,147,183
PTB	255,255,255
PTCB-BRCT	255,255,255
PTCRA	255,255,255
PTE	200,122,54
PTEN_C2	255,255,255
PTH2	140,74,189
PTN13_u3	255,255,255
PTN_MK_C	255,255,255
PTN_MK_N	255,255,255
PTP2	255,255,255
PTPA	255,255,255
PTPLA	255,255,255
PTPRCAP	255,255,255
PTPS	179,224,60
PTPS_related	255,255,255
PTP_N	255,255,255
PTPlike_phytase	255,255,255
PTR	255,255,255
PTR2	90,189,52
PTRF_SDPR	255,255,255
PTS-HPr	207,89,139
PTSIIA_gutA	155,199,68
PTSIIB_sorb	255,255,255
PTS_2-RNA	183,64,169
PTS_EIIA_1	125,49,194
PTS_EIIA_2	115,83,186
PTS_EIIB	188,77,92
PTS_EIIC	73,199,212
PTS_EIIC_2	100,202,191
PTS_IIA	255,255,255
PTS_IIB	106,212,56
PTase_Orf2	121,52,185
PUA	203,171,67
PUA_2	255,255,255
PUA_3	102,193,213
PUB	255,255,255
PUCC	255,255,255
PUD	229,95,205
PUD1_2	206,179,95
PUF	224,139,110
PUFD	255,255,255
PUL	255,255,255
PUMA	255,255,255
