bgc_id	motif_id	n_training_matches	score_threshold	score	hit_genes
BGC0001922	MG1887_M0366_M0416	424	-1.537	-1.537	Aldo_ket_red,Sugar_tr
BGC0001922	MG558_M2415_M2634_M2635_M2678_M2679_M2728_M2729	204	-83.395	-78.121	Aminotran_1_2,Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Biotin_lipoyl,KR_c12,NTP_transferase,Sugar_tr
BGC0001922	MG562_M2294_M2380	1678	0.005	11.774	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Biotin_lipoyl
BGC0001925	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0001925	M1057	188	7.04	7.04	Aldedh,Bac_luciferase
BGC0001925	M1212	73	10.355	10.355	AS-AMP-binding_c21,AS-PP-binding_c38
BGC0001925	MG1787_M0501_M0502	474	6.14	6.14	AS-MannoseP_isomer_c2,Aldedh
BGC0001927	M0129	131	8.358	8.358	AS-adh_short_C2,Bac_luciferase
BGC0001931	M0437	179	8.37	22.535	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,FdtA,NTP_transferase
BGC0001931	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001931	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0001931	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001931	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0001931	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001931	M1193	49	7.159	14.63	3HCDH_N;3HCDH,AS-ADH_N_c16;AS-ADH_zinc_N_c17,AS-DegT_DnrJ_EryC1_c15
BGC0001931	M1854	31	-4.028	8.558	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,GFO_IDH_MocA_c3
BGC0001931	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0001931	MG1423_M1723_M1852	74	-6.585	19.094	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,FdtA,GFO_IDH_MocA_c3
BGC0001931	MG1489_M1416_M1417	369	29.466	38.973	AS-DegT_DnrJ_EryC1_c15,AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c16,GDP_Man_Dehyd,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001931	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001931	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0001940	MG1484_M0032_M2806_M2894	31	-93.284	-82.112	AS-t2ks_c40,Cyclase,Polyketide_cyc
BGC0001941	M0504	198	-4.454	-4.454	AdoHcyase,LCM
BGC0001942	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	8.092	OCD_Mu_crystall,PALP
BGC0001944	M0768	124	8.466	8.466	Metallophos,Thioesterase_c3
BGC0001944	M1003	294	10.288	10.288	3HCDH_N;3HCDH,AS-fabH_c2
BGC0001945	M1021	307	7.156	7.156	AS-AMP-binding_c48,Aldedh
BGC0001947	MG302_M1369_M2612	150	9.94	9.94	AS-Bac_transf_c8,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0001947	MG304_M2189_M2839	176	5.263	20.748	AS-Bac_transf_c8,CbiA,LMWPc,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0001947	MG305_M1346_M2611	107	9.719	21.048	AS-Bac_transf_c8,CbiA,LMWPc,NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0001947	MG306_M0894_M1259	132	6.856	19.683	AS-Bac_transf_c8,LMWPc,NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0001955	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0001955	M1091	81	15.217	37.284	AS-DegT_DnrJ_EryC1_c15,AS-Glyco_transf_28_c10;AS-MGT_c8,AS-PIG-L_c2,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0001955	M2114	79	13.672	13.672	AS-Trp_halogenase_c8,PDH_N;PDH_C
BGC0001955	M2116	130	11.27	19.54	AS-Trp_halogenase_c8,FMN_dh,PDH_N;PDH_C
BGC0001955	MG389_M1921_M1922	411	5.228	21.923	AS-Trp_halogenase_c8,Aminotran_1_2,FMN_dh,PDH_N;PDH_C
BGC0001955	MG403_M1476_M1496_M2005	63	-41.918	-25.323	AS-AMP-binding_c38;AS-PP-binding_c43,AS-Abhydrolase_6,Aminotran_1_2
BGC0001957	M0199	148	8.796	36.932	4HBT_c6,AS-AMP-binding_c21,AS-PP-binding_c39,AS-ladderane_c23,FabA_c21,Transket_pyr;Transketolase_C
BGC0001957	M1137	91	8.46	8.46	AS-AMP-binding_c21,AS-PP-binding_c30
BGC0001959	M0296	192	6.02	6.02	FMN_red,Sugar_tr
BGC0001960	M0140	162	6.564	6.724	Lactamase_B,Polyketide_cyc2
BGC0001960	M0496	269	3.814	17.296	AS-Acyl-CoA_dh_N_c7;Acyl-CoA_dh_2,Flavin_Reduct,SnoaL_4
BGC0001960	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001960	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0001960	MG1484_M0032_M2806_M2894	31	-93.284	-76.548	AS-PP-binding_c28,AS-t2ks_c40,FMN_red,SnoaL_4
BGC0001960	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001963	M0064	93	10.429	10.429	Metallophos,Thioesterase_c39
BGC0001963	M1854	31	-4.028	24.307	AS-MGT_c4,Epimerase_c47,Radical_SAM_c4,VitK2_biosynth
BGC0001963	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0001963	MG1357_M1293_M1551_M1552	336	-9.109	-7.658	AS-AMP-binding_c14,Thioesterase_c35
BGC0001963	MG1423_M1723_M1852	74	-6.585	34.442	AS-MGT_c4,Epimerase_c47,Hexose_dehydrat,Radical_SAM_c4,VitK2_biosynth
BGC0001964	M0340	250	8.375	8.375	Aminotran_1_2,Lactamase_B_3
BGC0001965	M0343	128	1.822	5.276	AS-fabH_c2,NAD_binding_9
BGC0001965	M1375	92	0.336	6.816	FAD_binding_3_c36,Glyoxalase_c1
BGC0001965	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	12.848	Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21
BGC0001968	MG1484_M0032_M2806_M2894	31	-93.284	-91.534	Aminotran_4,PAP2
BGC0001970	M1885	174	19.601	19.601	AS-Chal_sti_synt_N_c36;HMG_CoA_synt_C,AS-t2pks2_c2,ECH_1_c18
BGC0001972	M0296	192	6.02	6.02	FMN_red,Sugar_tr
BGC0001972	M0354	59	8.68	8.68	DJ-1_PfpI,FMN_red
BGC0001972	M0371	234	6.714	6.714	DJ-1_PfpI,Sugar_tr
BGC0001972	M2084	356	2.036	8.501	Fer2;Fer2_2,XdhC_CoxI;XdhC_C
BGC0001972	M2090	246	12.839	12.839	Ald_Xan_dh_C;MoCoBD_1,FAD_binding_5;CO_deh_flav_C
BGC0001972	MG1484_M0032_M2806_M2894	31	-93.284	-89.016	Bac_luciferase,FMN_red,Methyltransf_23
BGC0001972	MG1695_M0822_M0868_M0886_M1041_M2096_M2097	1035	-2.539	25.308	Ald_Xan_dh_C;MoCoBD_1,FAD_binding_5;CO_deh_flav_C,Fer2;Fer2_2,XdhC_CoxI;XdhC_C
BGC0001972	MG1850_M0505_M0626	1246	4.101	7.582	Bac_luciferase,FMN_red,Sugar_tr
BGC0001975	M1538	296	-2.272	23.11	AS-PP-binding_c29,AS-ladderane_c25,FabA_c17
BGC0001975	M1585	106	48.541	48.541	AS-PP-binding_c29,AS-ladderane_c23,AS-t2fas_c13,DSBA,FabA_c17,FabA_c2,polyprenyl_synt_c22
BGC0001975	MG1126_M1540_M1548	90	40.129	47.787	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17,FabA_c2
BGC0001975	MG1127_M1539_M1553_M1584	345	12.868	59.704	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17,FabA_c2,polyprenyl_synt_c22
BGC0001979	M0140	162	6.564	12.508	AS-ksIII_c2,Lactamase_B,Polyketide_cyc2
BGC0001979	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0001979	M0421	147	9.974	9.974	AS-AMP-binding_c21,CoA_transf_3
BGC0001979	M0423	66	8.602	8.602	AS-AMP-binding_c21,Flavin_Reduct
BGC0001979	M0450	148	9.458	9.458	Acyl_transf_3,Flavin_Reduct
BGC0001979	M0496	269	3.814	8.699	Flavin_Reduct,SnoaL_4
BGC0001979	M0514	217	7.062	7.062	KR_c12,Sugar_tr
BGC0001979	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001979	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001979	M0802	135	9.458	9.458	CoA_transf_3,SnoaL_4
BGC0001979	M0876	84	15.104	28.997	AS-HMGL-like_c6;LeuA_dimer,AS-ksIII_c2,AS-t2clf_c28,AS-t2clf_c39,EHN
BGC0001979	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001979	MG1484_M0032_M2806_M2894	31	-93.284	-60.064	AS-ksIII_c2,AS-p450_c29,CoA_transf_3,EHN,Fer2,SnoaL_4
BGC0001979	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0001979	MG1489_M1416_M1417	369	29.466	45.711	AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-ksIII_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001979	MG1514_M0874_M0875	49	27.09	47.051	AS-HMGL-like_c6;LeuA_dimer,AS-ksIII_c2,AS-t2clf_c28,AS-t2clf_c39,CoA_transf_3,EHN,Fer2,Flavin_Reduct,Polyketide_cyc2,SnoaL_4
BGC0001979	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0001979	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001979	MG919_M0236_M0985	172	3.98	3.98	CoA_transf_3,Polyketide_cyc2
BGC0001983	M0627	29	3.086	13.408	Acetyltransf_3_c13,AlaDh_PNT_N,Lys_Orn_oxgnase_c16
BGC0001983	M1879	386	3.385	14.906	AS-Flavoprotein_c4,UbiD
BGC0001983	MG1397_M1657_M1658_M1659_M2313	151	-3.723	57.803	AAT,AS-AMP-binding_c1,AS-MannoseP_isomer_c2;AS-MetRS-like_c0,Acetyltransf_3_c13,AlaDh_PNT_N,DAO,Lys_Orn_oxgnase_c16,Sacchrp_dh_NADP;Sacchrp_dh_C
BGC0001984	M0594	27	7.096	7.096	Flavin_Reduct,TauD_c5
BGC0001985	M1322	377	7.581	7.581	AS-MannoseP_isomer_c2,DAO
BGC0001985	MG1397_M1657_M1658_M1659_M2313	151	-3.723	2.191	AS-MannoseP_isomer_c2;AS-MetRS-like_c0,DAO
BGC0001985	MG1484_M0032_M2806_M2894	31	-93.284	-90.284	Bac_luciferase,KR_c28,Rieske
BGC0001996	M0599	418	5.307	5.307	AS-MannoseP_isomer_c2,Sugar_tr
BGC0001999	MG894_M2064_M2772_M2793	71	-12.631	16.373	AS-GrbD_c0,AS-GrbE_c0,AS-PF00881_c17
BGC0002000	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0002001	MG592_M2297_M2325_M2338	150	-1.786	12.742	AS-Aminotran_3_c49,AS-TBH_Asp_c0
BGC0002002	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	35.038	AS-phzB_c0,Chorismate_bind_c1;GATase_c1,Isochorismatase_c21,PhzC-PhzF_c4,Putative_PNPOx_c5;PNP_phzG_C_c0
BGC0002006	M0954	1108	-1.999	11.076	AS-Asn_synthase_c14,AS-PF13471_c2
BGC0002007	M0320	121	6.9	6.9	AS-PF00561,NAD_binding_10
BGC0002007	M0329	87	7.501	7.501	AS-p450_c29,Aminotran_1_2
BGC0002007	MG1484_M0032_M2806_M2894	31	-93.284	-86.665	AS-PF00561,AS-p450_c29,Bac_luciferase,NAD_binding_10
BGC0002007	MG275_M2115_M2856	92	2.231	14.988	AS-terpene_cyclase_c2;SQHop_cyclase_C_c17,UbiA,polyprenyl_synt_c11
BGC0002007	MG276_M2671_M2745_M2836	43	-20.984	-7.572	AS-terpene_cyclase_c2;SQHop_cyclase_C_c17,polyprenyl_synt_c11
BGC0002008	MG253_M1769_M1783	457	3.315	15.637	AS-APE_KS2_c9,FabA_c19,FabA_c2
BGC0002008	MG254_M1780_M1782_M1786	309	27.608	37.557	4HBT_c45,AS-APE_KS2_c9,AS-PP-binding_c13,AS-PP-binding_c35,Acyltransferase,FabA_c19,FabA_c2,KR_c38,Ketoacyl-synt_2,Methyltransf_2
BGC0002008	MG255_M1706_M1732_M1778_M1781_M1785	676	23.239	60.516	4HBT_c45,AS-APE_KS1_c15,AS-APE_KS2_c9,AS-PP-binding_c13,AS-PP-binding_c35,Acyltransferase,FabA_c19,FabA_c2,KR_c38,Ketoacyl-synt_2,Methyltransf_2
BGC0002008	MG261_M1714_M1793	954	9.369	20.872	4HBT_c45,AS-PP-binding_c35,Acyltransferase,KR_c38,Ketoacyl-synt_2
BGC0002009	M0521	64	10.673	10.673	MM_CoA_mutase,Thioesterase_c35
BGC0002009	MG1484_M0032_M2806_M2894	31	-93.284	-87.364	AS-p450_c29,Aldo_ket_red,CoA_transf_3
BGC0002009	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-43.658	Aldo_ket_red,Carboxyl_trans
BGC0002009	MG276_M2671_M2745_M2836	43	-20.984	-16.234	AS-MGT_c0,AS-p450_c27
BGC0002009	MG476_M0463_M1027	192	9.949	9.949	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35
BGC0002009	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	62.403	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK,Shikimate_dh_N;AS-ThiF
BGC0002010	M0099	50	9.754	9.754	FAD_binding_4;BBE,Thioesterase_c39
BGC0002010	M0204	88	10.236	10.236	AS-AMP-binding_c21,AS-PP-binding_c7
BGC0002010	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0002010	MG1484_M0032_M2806_M2894	31	-93.284	-92.325	AS-ksIII_c2,Aldo_ket_red
BGC0002010	MG1887_M0366_M0416	424	-1.537	-1.537	Aldo_ket_red,Sugar_tr
BGC0002010	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	53.238	AS-phzB_c0,AS-thio_amide_c2,Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21,PhzC-PhzF_c4,Putative_PNPOx_c5;PNP_phzG_C_c0,Sugar_tr
BGC0002011	M1193	49	7.159	20.838	3HCDH_N;3HCDH,AS-DegT_DnrJ_EryC1_c15,DHquinase_II,HAD_2_c30
BGC0002011	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0002011	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	41.871	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK
BGC0002012	M0152	196	7.036	7.036	Bac_luciferase,Polyketide_cyc2
BGC0002012	M0177	159	6.759	6.759	AS-Abhydrolase_6,NAD_binding_10
BGC0002012	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0002012	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0002012	M0358	99	5.933	5.933	KR_c0,Sugar_tr
BGC0002012	MG1850_M0505_M0626	1246	4.101	4.101	Bac_luciferase,Sugar_tr
BGC0002014	M1538	296	-2.272	31.968	AS-PP-binding_c29,AS-ladderane_c25,AS-t2clf_c12,FabA_c17
BGC0002014	MG1126_M1540_M1548	90	40.129	47.628	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2clf_c12,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17
BGC0002014	MG1127_M1539_M1553_M1584	345	12.868	54.84	AS-PP-binding_c29,AS-ladderane_c23,AS-ladderane_c25,AS-t2clf_c12,AS-t2fas_c13,AS-t2fas_c2,DSBA,FabA_c17
BGC0002015	M0954	1108	-1.999	11.897	AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0002017	MG840_M1570_M1573_M1574_M1576_M2008	796	8.263	14.035	AS-AMP-binding_c48,AS-Orn_monoox_c2,AS-PP-binding_c7,Isochorismatase_c21
BGC0002019	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0002019	M1297	117	9.269	9.269	AS-AMP-binding_c21,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0002019	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-40.913	AS-AMP-binding_c21,AS-PF00561,Hydrolase_4
BGC0002019	MG275_M2115_M2856	92	2.231	14.175	TauD_c21,UbiA,polyprenyl_synt_c11
BGC0002019	MG276_M2671_M2745_M2836	43	-20.984	-10.617	TauD_c21,polyprenyl_synt_c11
BGC0002019	MG994_M1983_M2521_M2525_M2526	1036	-2.706	-2.706	AS-PF00561,FAA_hydrolase
BGC0002021	M0129	131	8.358	8.358	AS-adh_short_C2,Bac_luciferase
BGC0002021	M0140	162	6.564	6.724	Lactamase_B,Polyketide_cyc2
BGC0002021	M0152	196	7.036	7.036	Bac_luciferase,Polyketide_cyc2
BGC0002021	M0211	103	5.534	5.534	AS-adh_short_C2,Beta-lactamase
BGC0002021	M0437	179	8.37	13.41	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,NTP_transferase
BGC0002021	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0002021	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0002021	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002021	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0002021	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002021	MG1357_M1293_M1551_M1552	336	-9.109	-5.783	AS-PP-binding_c16,AS-adh_short_C2,Bac_luciferase
BGC0002021	MG1484_M0032_M2806_M2894	31	-93.284	-80.099	AS-t2ks_c40,Bac_luciferase,FMN_red,SnoaL_4
BGC0002021	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0002021	MG1489_M1416_M1417	369	29.466	34.697	AS-DegT_DnrJ_EryC1_c15,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c16,GDP_Man_Dehyd,Hexose_dehydrat,NTP_transferase
BGC0002021	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-40.112	ECH_1_c42,Lactamase_B
BGC0002021	MG276_M2671_M2745_M2836	43	-20.984	-16.148	AS-MGT_c0,AS-PP-binding_c10
BGC0002021	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0002021	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002022	MG1096_M0401_M0710	192	8.886	8.886	AS-fabH_c2,Thioesterase_c39
BGC0002022	MG1357_M1293_M1551_M1552	336	-9.109	-0.456	AS-AMP-binding_c14,AS-fabH_c2,Carboxyl_trans,Flavin_Reduct
BGC0002024	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0002024	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0002024	MG1484_M0032_M2806_M2894	31	-93.284	-86.602	AS-ksIII_c2,Aldo_ket_red,Bac_luciferase
BGC0002025	M2033	208	5.944	5.944	GAF_2,Guanylate_cyc
BGC0002028	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0002028	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0002028	M0377	118	6.266	6.266	NTP_transferase,PfkB
BGC0002028	M0437	179	8.37	8.37	AS-DegT_DnrJ_EryC1_c15,NTP_transferase
BGC0002028	M0455	329	6.559	6.559	PfkB,Sugar_tr
BGC0002028	M1091	81	15.217	15.217	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Hexose_dehydrat
BGC0002028	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0002028	MG1488_M0840_M1121	326	18.423	18.423	AS-MGT_c0,AS-dTDP_sugar_isom_c2,Hexose_dehydrat
BGC0002028	MG1489_M1416_M1417	369	29.466	37.985	AS-DegT_DnrJ_EryC1_c15,AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0002028	MG1490_M0790_M1414	198	24.625	47.271	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-t2clf_c28,AS-t2clf_c39,GFO_IDH_MocA_c21,Hexose_dehydrat
BGC0002028	MG1523_M1029_M1031	539	14.904	28.083	AS-t2clf_c28,AS-t2clf_c39,Cyclase_polyket,FAD_binding_3_c46,Polyketide_cyc2
BGC0002028	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0002032	M0216	58	10.947	31.448	AS-p450_c29,Docking;AS-mod_KS_c48;Acyl_transf_1_c22;PS-DH_c5;AS-adh_short;AS-PP-binding_c44,GMC_oxred_C_c12,Thioesterase_c3
BGC0002033	M0207	80	8.519	15.204	AS-Methyltransf_3_c0,AS-PP-binding_c23,Aminotran_1_2
BGC0002033	M0437	179	8.37	22.535	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,FdtA,NTP_transferase
BGC0002033	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0002033	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0002033	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0002033	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002033	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0002033	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0002033	M1193	49	7.159	7.159	3HCDH_N;3HCDH,AS-DegT_DnrJ_EryC1_c15
BGC0002033	M1854	31	-4.028	8.558	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,GFO_IDH_MocA_c3
BGC0002033	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0002033	MG1423_M1723_M1852	74	-6.585	27.517	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,FdtA,GFO_IDH_MocA_c3,Hexose_dehydrat
BGC0002033	MG1488_M0840_M1121	326	18.423	30.09	AS-MGT_c0,AS-MGT_c4,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0002033	MG1489_M1416_M1417	369	29.466	50.887	AS-DegT_DnrJ_EryC1_c15,AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c16,GDP_Man_Dehyd,Hexose_dehydrat,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0002033	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0002033	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0002037	MG1357_M1293_M1551_M1552	336	-9.109	-7.288	AS-PP-binding_c16,AS-fabH_c2
BGC0002039	M0181	90	8.74	8.74	2-Hacid_dh_C,DAO
BGC0002039	M0496	269	3.814	3.814	FAD_binding_2,Flavin_Reduct
BGC0002039	M0689	391	6.955	6.955	Amidohydro_1,DAO
BGC0002039	M1024	425	7.571	7.571	Bac_luciferase,Flavin_Reduct
BGC0002039	MG1397_M1657_M1658_M1659_M2313	151	-3.723	2.191	AS-MannoseP_isomer_c2;AS-MetRS-like_c0,DAO
BGC0002039	MG1484_M0032_M2806_M2894	31	-93.284	-89.392	Bac_luciferase,PfkB,Rieske
BGC0002040	M0181	90	8.74	8.74	2-Hacid_dh_C,DAO
BGC0002040	M0689	391	6.955	6.955	Amidohydro_1,DAO
BGC0002040	MG1397_M1657_M1658_M1659_M2313	151	-3.723	2.191	AS-MannoseP_isomer_c2;AS-MetRS-like_c0,DAO
BGC0002040	MG1484_M0032_M2806_M2894	31	-93.284	-82.715	Bac_luciferase,FMN_red,PfkB,Rieske
BGC0002042	M0378	172	0.954	5.271	Aldedh,Amidohydro_2
BGC0002042	M0437	179	8.37	14.766	AS-DegT_DnrJ_EryC1_c15,NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0002042	MG306_M0894_M1259	132	6.856	6.856	NTP_transferase,UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C
BGC0002044	M0453	154	3.265	3.265	Hydrolase_4,Lactamase_B
BGC0002044	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-34.247	G6PD_N;G6PD_C,Hydrolase_4,Lactamase_B
BGC0002045	M0130	110	8.238	8.238	AS-MannoseP_isomer_c2,KR_c12
BGC0002045	M0252	68	6.733	6.733	AS-MannoseP_isomer_c2,AS-PF00561
BGC0002045	M0295	198	5.836	5.836	AS-MannoseP_isomer_c2,Methyltransf_2
BGC0002045	M0316	90	6.375	6.375	AS-PF00561,RibD_C
BGC0002045	M0320	121	6.9	6.9	AS-PF00561,NAD_binding_10
